Brand,Car_Type,Weight_kg,Wheel_Size_in,Engine_Size_L,Car_Age_Years,Tire_Design
BMW,Coupe,2165,18,4.8,10,Wide-Cell Honeycomb
Ford,Hatchback,2988,20,3.5,20,Wide-Cell Honeycomb
Audi,Van,2011,18,4.1,12,Wide-Cell Honeycomb
BMW,SUV,2643,22,2.0,8,Wide-Cell Honeycomb
Audi,Van,2447,19,2.1,6,Wide-Cell Honeycomb
BMW,Coupe,1954,21,1.8,7,Wide-Cell Honeycomb
BMW,Hatchback,1302,17,4.7,19,Compact Honeycomb
Audi,Coupe,2780,20,3.0,10,Wide-Cell Honeycomb
Hyundai,Sedan,2464,21,3.5,8,Wide-Cell Honeycomb
Audi,Hatchback,2988,15,3.5,16,Versatile Honeycomb
Honda,Hatchback,1701,21,1.8,5,Wide-Cell Honeycomb
Audi,Coupe,1422,17,4.8,10,Compact Honeycomb
Mercedes,Van,2518,21,3.7,9,Wide-Cell Honeycomb
Hyundai,Hatchback,2664,14,2.4,19,Versatile Honeycomb
Audi,Wagon,1336,14,1.5,4,Compact Honeycomb
Toyota,Sedan,2128,21,3.0,11,Wide-Cell Honeycomb
Mercedes,Truck,1899,17,3.4,17,Wide-Spaced Honeycomb
Hyundai,Coupe,1399,22,2.1,5,Dense Texture Honeycomb
Hyundai,Truck,1009,21,4.8,8,Dense Texture Honeycomb
Nissan,Wagon,2405,21,4.5,10,Wide-Cell Honeycomb
Toyota,Wagon,2829,18,4.3,1,Wide-Cell Honeycomb
Audi,Coupe,1521,21,4.8,1,Wide-Cell Honeycomb
Kia,Van,2763,22,3.1,12,Wide-Cell Honeycomb
BMW,Van,2227,22,4.8,13,Wide-Cell Honeycomb
Audi,Coupe,1317,16,4.2,20,Compact Honeycomb
Nissan,Hatchback,2456,14,4.3,10,Versatile Honeycomb
Toyota,Wagon,1420,16,3.0,18,Compact Honeycomb
BMW,Sedan,2464,19,3.8,1,Wide-Cell Honeycomb
Mercedes,Sedan,2583,21,3.4,3,Wide-Cell Honeycomb
BMW,SUV,1732,15,4.0,18,Wide-Spaced Honeycomb
Nissan,Convertible,1967,16,4.9,10,Wide-Spaced Honeycomb
Audi,Van,1172,21,3.1,15,Dense Texture Honeycomb
Hyundai,Sedan,2490,21,2.2,5,Wide-Cell Honeycomb
Hyundai,Convertible,1304,16,4.5,13,Compact Honeycomb
Audi,Van,1358,16,3.9,6,Compact Honeycomb
Nissan,SUV,2181,18,2.7,13,Wide-Cell Honeycomb
Mercedes,Wagon,1240,15,4.0,11,Compact Honeycomb
BMW,Hatchback,1351,19,3.3,8,Wide-Spaced Honeycomb
Ford,Coupe,2301,15,1.6,5,Versatile Honeycomb
Nissan,Hatchback,1202,17,1.9,7,Compact Honeycomb
Nissan,Truck,2165,20,3.1,14,Wide-Cell Honeycomb
Toyota,Wagon,2121,14,2.1,11,Versatile Honeycomb
Ford,Coupe,2738,16,1.9,5,Versatile Honeycomb
Mercedes,Wagon,1289,14,2.4,20,Compact Honeycomb
Kia,Truck,2525,21,4.3,3,Wide-Cell Honeycomb
Audi,Coupe,2044,21,4.7,4,Wide-Cell Honeycomb
Hyundai,SUV,2273,21,3.0,4,Wide-Cell Honeycomb
Hyundai,Sedan,1998,19,3.2,15,Wide-Cell Honeycomb
Chevrolet,SUV,1964,20,4.7,14,Wide-Cell Honeycomb
Nissan,Coupe,1795,16,4.8,7,Wide-Spaced Honeycomb
Kia,Van,2604,20,2.3,20,Wide-Cell Honeycomb
Toyota,Van,1195,20,2.7,13,Dense Texture Honeycomb
Hyundai,Coupe,1276,21,1.6,13,Dense Texture Honeycomb
Nissan,Van,1074,19,2.7,19,Wide-Spaced Honeycomb
Toyota,Truck,2927,16,4.6,14,Versatile Honeycomb
Kia,Truck,2911,15,4.2,7,Versatile Honeycomb
Nissan,Hatchback,1081,20,4.8,14,Dense Texture Honeycomb
Toyota,Convertible,1137,20,3.7,20,Dense Texture Honeycomb
Honda,Hatchback,1004,14,3.6,2,Compact Honeycomb
Ford,Sedan,2743,22,2.3,16,Wide-Cell Honeycomb
Kia,Hatchback,2564,15,2.4,14,Versatile Honeycomb
Honda,Van,2097,22,4.0,17,Wide-Cell Honeycomb
Chevrolet,Sedan,1229,22,3.0,10,Dense Texture Honeycomb
Chevrolet,SUV,1356,18,3.9,16,Wide-Spaced Honeycomb
BMW,Wagon,2994,21,4.3,6,Wide-Cell Honeycomb
Honda,Van,2416,16,3.7,10,Versatile Honeycomb
Kia,Truck,2615,15,2.0,8,Versatile Honeycomb
BMW,Hatchback,1680,18,2.8,6,Wide-Cell Honeycomb
Honda,Van,2922,21,1.6,3,Wide-Cell Honeycomb
Hyundai,Wagon,2385,20,2.5,18,Wide-Cell Honeycomb
Honda,SUV,1322,22,3.2,8,Dense Texture Honeycomb
Kia,Van,2480,20,1.5,2,Wide-Cell Honeycomb
Hyundai,Van,2714,14,2.5,17,Versatile Honeycomb
Audi,Coupe,1296,16,2.3,4,Compact Honeycomb
Mercedes,Truck,2171,18,3.4,8,Wide-Cell Honeycomb
Audi,Convertible,2669,21,1.8,18,Wide-Cell Honeycomb
Toyota,Coupe,2659,14,4.3,13,Versatile Honeycomb
Kia,Sedan,1493,18,4.9,5,Wide-Spaced Honeycomb
Kia,Truck,1780,14,2.1,19,Wide-Spaced Honeycomb
Ford,Van,1085,15,1.8,13,Compact Honeycomb
Audi,SUV,1393,17,3.9,1,Compact Honeycomb
Hyundai,Sedan,2080,15,2.5,11,Versatile Honeycomb
Kia,Hatchback,2077,14,2.2,19,Versatile Honeycomb
Honda,Sedan,2087,20,2.3,6,Wide-Cell Honeycomb
Hyundai,Hatchback,1739,18,1.5,15,Wide-Cell Honeycomb
Toyota,SUV,1438,17,4.9,14,Compact Honeycomb
Honda,Hatchback,1398,16,4.6,7,Compact Honeycomb
Audi,Coupe,2490,22,4.3,13,Wide-Cell Honeycomb
Chevrolet,Van,2437,17,3.6,10,Versatile Honeycomb
Honda,Van,2770,21,4.4,10,Wide-Cell Honeycomb
BMW,Coupe,2220,21,2.1,20,Wide-Cell Honeycomb
Hyundai,Convertible,2960,18,2.3,8,Wide-Cell Honeycomb
Kia,Sedan,1810,19,4.2,9,Wide-Cell Honeycomb
Nissan,Coupe,1449,16,4.7,4,Compact Honeycomb
Toyota,Convertible,2987,15,4.7,16,Versatile Honeycomb
Nissan,Hatchback,2531,20,3.5,4,Wide-Cell Honeycomb
Hyundai,Convertible,1221,16,4.8,16,Compact Honeycomb
Nissan,Sedan,1222,18,3.7,11,Wide-Spaced Honeycomb
Hyundai,Wagon,2392,22,3.2,3,Wide-Cell Honeycomb
Hyundai,Van,1645,19,3.5,5,Wide-Cell Honeycomb
Hyundai,SUV,2567,20,3.8,9,Wide-Cell Honeycomb
Ford,Van,1996,14,3.9,14,Wide-Spaced Honeycomb
Toyota,Sedan,1994,14,3.4,20,Wide-Spaced Honeycomb
Nissan,Convertible,1389,17,2.4,19,Compact Honeycomb
Toyota,SUV,2037,16,2.4,9,Versatile Honeycomb
BMW,Hatchback,1219,16,4.0,6,Compact Honeycomb
Chevrolet,Van,1953,16,3.0,4,Wide-Spaced Honeycomb
Honda,Wagon,2108,22,3.1,20,Wide-Cell Honeycomb
Kia,Sedan,1276,17,2.7,14,Compact Honeycomb
Chevrolet,Wagon,1684,15,4.1,13,Wide-Spaced Honeycomb
Ford,Sedan,1171,18,2.9,9,Wide-Spaced Honeycomb
Nissan,Sedan,2844,21,3.2,9,Wide-Cell Honeycomb
Chevrolet,Wagon,2408,17,2.2,11,Versatile Honeycomb
Toyota,Wagon,2416,14,3.2,10,Versatile Honeycomb
Honda,Wagon,2047,18,3.6,5,Wide-Cell Honeycomb
Ford,Truck,2026,22,2.5,10,Wide-Cell Honeycomb
Hyundai,Truck,2190,21,2.5,2,Wide-Cell Honeycomb
Honda,Hatchback,1208,22,4.9,5,Dense Texture Honeycomb
Honda,Sedan,2328,20,3.1,8,Wide-Cell Honeycomb
Nissan,Truck,2060,15,1.6,4,Versatile Honeycomb
Chevrolet,Van,2770,21,3.8,4,Wide-Cell Honeycomb
Chevrolet,Hatchback,2211,19,4.2,14,Wide-Cell Honeycomb
Kia,Coupe,1896,21,4.7,7,Wide-Cell Honeycomb
Mercedes,Coupe,1065,16,1.7,5,Compact Honeycomb
Honda,Wagon,2668,16,3.3,13,Versatile Honeycomb
Chevrolet,Wagon,2883,20,2.7,6,Wide-Cell Honeycomb
Audi,Van,1992,19,3.7,15,Wide-Cell Honeycomb
Ford,Convertible,2458,18,2.4,7,Wide-Cell Honeycomb
Mercedes,Truck,2094,19,4.1,7,Wide-Cell Honeycomb
Chevrolet,Truck,1317,21,2.8,11,Dense Texture Honeycomb
Nissan,Hatchback,2343,20,4.6,8,Wide-Cell Honeycomb
BMW,Convertible,2451,17,2.0,9,Versatile Honeycomb
Mercedes,Coupe,1469,19,2.0,17,Wide-Spaced Honeycomb
BMW,Coupe,2805,19,3.6,10,Wide-Cell Honeycomb
Mercedes,Convertible,2824,22,3.8,6,Wide-Cell Honeycomb
Toyota,Truck,1389,18,3.9,11,Wide-Spaced Honeycomb
Audi,Van,2113,17,2.2,10,Versatile Honeycomb
Nissan,Hatchback,2260,15,3.2,14,Versatile Honeycomb
Mercedes,Sedan,2349,17,2.9,14,Versatile Honeycomb
Honda,Van,2067,20,4.9,8,Wide-Cell Honeycomb
Nissan,Truck,1238,17,2.6,11,Compact Honeycomb
Chevrolet,Hatchback,1896,19,4.0,14,Wide-Cell Honeycomb
Hyundai,Wagon,2720,16,3.1,5,Versatile Honeycomb
Toyota,Hatchback,2562,20,2.3,7,Wide-Cell Honeycomb
Kia,Wagon,1033,21,3.3,17,Dense Texture Honeycomb
Nissan,Wagon,1110,18,4.2,14,Wide-Spaced Honeycomb
Hyundai,SUV,2973,16,1.7,7,Versatile Honeycomb
Toyota,Convertible,1242,21,1.8,7,Dense Texture Honeycomb
Hyundai,Convertible,1615,16,2.4,8,Wide-Spaced Honeycomb
Nissan,SUV,2319,16,3.2,19,Versatile Honeycomb
Nissan,Hatchback,2904,19,4.7,8,Wide-Cell Honeycomb
Ford,Truck,1841,15,4.0,14,Wide-Spaced Honeycomb
Audi,Sedan,1421,17,3.1,12,Compact Honeycomb
Ford,SUV,1195,17,2.8,18,Compact Honeycomb
BMW,SUV,2371,16,2.0,8,Versatile Honeycomb
Chevrolet,Coupe,2055,18,2.8,3,Wide-Cell Honeycomb
Mercedes,Sedan,2234,14,4.6,13,Versatile Honeycomb
BMW,Convertible,1144,20,1.9,10,Dense Texture Honeycomb
Ford,Convertible,2623,15,2.0,3,Versatile Honeycomb
Audi,Truck,2834,20,3.5,16,Wide-Cell Honeycomb
Nissan,Convertible,2885,18,3.7,18,Wide-Cell Honeycomb
Nissan,Hatchback,2967,19,2.8,9,Wide-Cell Honeycomb
Hyundai,Van,2451,16,2.9,8,Versatile Honeycomb
BMW,SUV,2724,17,1.6,5,Versatile Honeycomb
Toyota,Truck,1391,19,2.8,20,Wide-Spaced Honeycomb
Toyota,SUV,1930,15,2.5,11,Wide-Spaced Honeycomb
Chevrolet,Coupe,1588,19,4.4,3,Wide-Cell Honeycomb
Kia,Truck,2873,20,4.0,2,Wide-Cell Honeycomb
Honda,SUV,2761,14,2.5,11,Versatile Honeycomb
Toyota,Sedan,2321,21,1.9,14,Wide-Cell Honeycomb
Ford,SUV,2009,14,2.7,19,Versatile Honeycomb
Toyota,Convertible,2426,14,2.2,15,Versatile Honeycomb
Kia,Sedan,2825,17,2.2,1,Versatile Honeycomb
Honda,Wagon,2664,21,2.0,4,Wide-Cell Honeycomb
BMW,Truck,2184,19,3.7,1,Wide-Cell Honeycomb
Chevrolet,Truck,2696,20,4.1,9,Wide-Cell Honeycomb
Kia,Wagon,1414,22,4.0,4,Dense Texture Honeycomb
Ford,Coupe,1448,15,3.4,15,Compact Honeycomb
Chevrolet,Convertible,1938,16,1.8,4,Wide-Spaced Honeycomb
Mercedes,Convertible,1523,21,1.8,20,Wide-Cell Honeycomb
Chevrolet,Truck,2439,20,3.2,8,Wide-Cell Honeycomb
Kia,Convertible,2275,16,3.8,11,Versatile Honeycomb
Ford,Coupe,1760,18,2.8,13,Wide-Cell Honeycomb
Honda,Coupe,1561,18,4.2,7,Wide-Cell Honeycomb
Toyota,Hatchback,1850,16,3.4,13,Wide-Spaced Honeycomb
Mercedes,Coupe,1170,21,4.5,1,Dense Texture Honeycomb
Chevrolet,Wagon,2240,14,3.0,8,Versatile Honeycomb
Audi,Hatchback,2449,14,2.8,5,Versatile Honeycomb
Ford,Hatchback,1746,14,2.5,15,Wide-Spaced Honeycomb
Honda,Wagon,1796,15,2.5,11,Wide-Spaced Honeycomb
Chevrolet,Van,1147,21,3.4,17,Dense Texture Honeycomb
Ford,Van,1827,22,2.9,15,Wide-Cell Honeycomb
Mercedes,Wagon,1668,18,2.8,2,Wide-Cell Honeycomb
Mercedes,Convertible,2522,22,3.1,15,Wide-Cell Honeycomb
Audi,Truck,2635,14,1.6,5,Versatile Honeycomb
Ford,SUV,2084,17,3.2,12,Versatile Honeycomb
Nissan,Wagon,2783,20,2.5,18,Wide-Cell Honeycomb
Ford,Wagon,2916,19,3.0,4,Wide-Cell Honeycomb
Audi,SUV,2155,18,4.1,10,Wide-Cell Honeycomb
Nissan,Van,2837,22,3.8,3,Wide-Cell Honeycomb
Chevrolet,Sedan,1142,21,4.6,12,Dense Texture Honeycomb
Chevrolet,Truck,1217,18,2.1,11,Wide-Spaced Honeycomb
Toyota,Coupe,2397,18,1.7,12,Wide-Cell Honeycomb
Honda,Truck,1967,15,1.8,3,Wide-Spaced Honeycomb
Chevrolet,Wagon,1355,22,4.6,6,Dense Texture Honeycomb
Kia,Sedan,2789,15,3.8,6,Versatile Honeycomb
Mercedes,Coupe,1217,21,3.8,8,Dense Texture Honeycomb
Nissan,Wagon,2007,22,3.6,14,Wide-Cell Honeycomb
Mercedes,Wagon,1817,21,4.1,1,Wide-Cell Honeycomb
Honda,Hatchback,2604,18,3.9,10,Wide-Cell Honeycomb
Mercedes,Coupe,1899,14,1.6,1,Wide-Spaced Honeycomb
Nissan,Hatchback,1962,22,3.4,18,Wide-Cell Honeycomb
Mercedes,Sedan,1986,17,4.7,2,Wide-Spaced Honeycomb
Kia,Hatchback,2045,19,3.8,1,Wide-Cell Honeycomb
Chevrolet,Coupe,1077,19,3.3,14,Wide-Spaced Honeycomb
Ford,Sedan,2905,14,2.4,14,Versatile Honeycomb
Ford,Convertible,2668,19,3.6,3,Wide-Cell Honeycomb
Honda,Wagon,1503,17,2.0,1,Wide-Spaced Honeycomb
Toyota,Wagon,2694,22,2.1,17,Wide-Cell Honeycomb
Chevrolet,Hatchback,2489,16,4.7,7,Versatile Honeycomb
Hyundai,Coupe,1857,20,2.0,4,Wide-Cell Honeycomb
Kia,SUV,2158,19,3.1,14,Wide-Cell Honeycomb
Audi,Coupe,2684,22,2.6,5,Wide-Cell Honeycomb
Hyundai,SUV,1191,16,4.7,16,Compact Honeycomb
Mercedes,Truck,2484,17,2.9,17,Versatile Honeycomb
Nissan,Convertible,1906,14,3.8,2,Wide-Spaced Honeycomb
Mercedes,Convertible,1019,16,3.8,5,Compact Honeycomb
Mercedes,Coupe,2507,19,4.8,3,Wide-Cell Honeycomb
BMW,Wagon,2673,21,2.4,19,Wide-Cell Honeycomb
Toyota,Wagon,1396,18,4.7,1,Wide-Spaced Honeycomb
Chevrolet,SUV,2014,19,4.5,15,Wide-Cell Honeycomb
Ford,Hatchback,2066,20,4.5,14,Wide-Cell Honeycomb
Nissan,Hatchback,2822,14,4.0,5,Versatile Honeycomb
Kia,Truck,2489,21,3.4,2,Wide-Cell Honeycomb
Kia,Wagon,1064,20,4.4,13,Dense Texture Honeycomb
Toyota,SUV,2965,16,3.8,6,Versatile Honeycomb
Nissan,Sedan,1814,17,4.1,15,Wide-Spaced Honeycomb
Mercedes,Coupe,1995,17,2.7,9,Wide-Spaced Honeycomb
Nissan,Hatchback,2948,21,3.2,8,Wide-Cell Honeycomb
BMW,Van,1942,21,1.9,14,Wide-Cell Honeycomb
Nissan,SUV,1909,20,3.0,17,Wide-Cell Honeycomb
Toyota,Coupe,1055,17,2.3,13,Compact Honeycomb
Nissan,SUV,2445,21,4.4,10,Wide-Cell Honeycomb
Mercedes,Hatchback,1159,22,3.6,10,Dense Texture Honeycomb
Ford,Coupe,1003,17,4.1,12,Compact Honeycomb
Ford,Van,1092,18,2.5,20,Wide-Spaced Honeycomb
Kia,Wagon,1629,14,3.2,18,Wide-Spaced Honeycomb
Chevrolet,Wagon,2063,17,2.2,2,Versatile Honeycomb
Toyota,SUV,2379,20,3.0,14,Wide-Cell Honeycomb
Honda,Coupe,1402,17,2.9,20,Compact Honeycomb
Hyundai,SUV,2776,20,2.4,14,Wide-Cell Honeycomb
Nissan,SUV,1512,17,4.1,5,Wide-Spaced Honeycomb
BMW,Hatchback,1589,19,2.7,16,Wide-Cell Honeycomb
Hyundai,SUV,2781,22,2.3,8,Wide-Cell Honeycomb
BMW,Convertible,1536,18,2.5,16,Wide-Cell Honeycomb
Nissan,Coupe,2143,16,3.8,5,Versatile Honeycomb
Nissan,Sedan,1462,19,4.1,1,Wide-Spaced Honeycomb
Ford,SUV,1092,16,2.5,8,Compact Honeycomb
Audi,Truck,1330,19,4.6,12,Wide-Spaced Honeycomb
Chevrolet,Van,2877,15,1.9,13,Versatile Honeycomb
Audi,SUV,2141,18,2.1,18,Wide-Cell Honeycomb
Chevrolet,Sedan,1961,22,4.9,6,Wide-Cell Honeycomb
BMW,Van,1286,14,1.9,2,Compact Honeycomb
Nissan,Sedan,1416,18,1.9,14,Wide-Spaced Honeycomb
Hyundai,SUV,2171,14,4.6,1,Versatile Honeycomb
Hyundai,Truck,1110,14,4.6,4,Compact Honeycomb
Chevrolet,Convertible,1820,22,3.2,14,Wide-Cell Honeycomb
Kia,Hatchback,2499,15,2.9,14,Versatile Honeycomb
Nissan,Van,1085,15,1.5,2,Compact Honeycomb
Chevrolet,Van,1466,18,3.8,11,Wide-Spaced Honeycomb
Nissan,Hatchback,2307,14,4.7,5,Versatile Honeycomb
Mercedes,SUV,2583,20,3.3,11,Wide-Cell Honeycomb
BMW,Coupe,1320,15,4.7,20,Compact Honeycomb
Toyota,Convertible,2838,15,4.5,7,Versatile Honeycomb
Chevrolet,Sedan,2062,14,2.7,3,Versatile Honeycomb
Honda,Hatchback,1005,17,4.5,9,Compact Honeycomb
Toyota,Sedan,2695,19,2.4,2,Wide-Cell Honeycomb
Hyundai,Hatchback,2846,20,3.7,10,Wide-Cell Honeycomb
Ford,Van,2766,15,3.0,4,Versatile Honeycomb
Ford,Wagon,2761,17,2.7,1,Versatile Honeycomb
Hyundai,Wagon,1771,19,1.6,1,Wide-Cell Honeycomb
Ford,Hatchback,1919,20,3.9,11,Wide-Cell Honeycomb
Nissan,Wagon,2477,18,4.0,11,Wide-Cell Honeycomb
Hyundai,SUV,1108,22,3.9,17,Dense Texture Honeycomb
Ford,Wagon,1562,17,2.2,6,Wide-Spaced Honeycomb
Chevrolet,Wagon,2101,19,4.5,17,Wide-Cell Honeycomb
BMW,Truck,2329,22,3.8,9,Wide-Cell Honeycomb
Kia,Convertible,1851,16,1.7,6,Wide-Spaced Honeycomb
Mercedes,Sedan,2731,18,2.5,18,Wide-Cell Honeycomb
Mercedes,Coupe,1239,14,4.4,7,Compact Honeycomb
Audi,Hatchback,2797,19,2.1,7,Wide-Cell Honeycomb
Audi,Wagon,2100,20,4.2,20,Wide-Cell Honeycomb
Nissan,Wagon,1517,20,3.2,10,Wide-Cell Honeycomb
Hyundai,Hatchback,2451,18,2.6,3,Wide-Cell Honeycomb
Ford,Van,2689,16,1.8,14,Versatile Honeycomb
Mercedes,Van,1589,16,4.2,18,Wide-Spaced Honeycomb
Mercedes,Coupe,1497,14,2.6,14,Compact Honeycomb
Audi,Truck,1419,15,4.3,10,Compact Honeycomb
Kia,SUV,1775,20,3.3,3,Wide-Cell Honeycomb
Hyundai,Coupe,1158,16,1.7,14,Compact Honeycomb
Audi,SUV,2851,16,3.9,4,Versatile Honeycomb
Nissan,Sedan,2033,15,3.9,5,Versatile Honeycomb
Kia,Truck,1353,19,2.6,7,Wide-Spaced Honeycomb
Chevrolet,Wagon,1263,22,3.8,14,Dense Texture Honeycomb
Nissan,Truck,1759,22,1.9,3,Wide-Cell Honeycomb
Hyundai,SUV,2111,17,2.9,10,Versatile Honeycomb
Audi,Van,2201,22,2.6,13,Wide-Cell Honeycomb
Honda,Hatchback,1137,16,3.3,5,Compact Honeycomb
Audi,Truck,1819,15,2.9,20,Wide-Spaced Honeycomb
Honda,Truck,2659,17,4.5,3,Versatile Honeycomb
BMW,Van,1313,19,2.4,2,Wide-Spaced Honeycomb
Chevrolet,Coupe,2113,15,2.9,20,Versatile Honeycomb
Toyota,Truck,1289,16,4.7,16,Compact Honeycomb
Nissan,Sedan,2779,14,4.0,6,Versatile Honeycomb
Mercedes,Hatchback,2831,16,3.3,1,Versatile Honeycomb
Mercedes,SUV,1512,14,2.1,4,Wide-Spaced Honeycomb
Nissan,Sedan,2709,20,1.6,5,Wide-Cell Honeycomb
Mercedes,Truck,2319,21,2.9,8,Wide-Cell Honeycomb
Nissan,Truck,1699,14,2.4,3,Wide-Spaced Honeycomb
BMW,Wagon,1418,14,1.6,1,Compact Honeycomb
Kia,Van,2354,20,2.2,20,Wide-Cell Honeycomb
Nissan,SUV,2390,16,3.5,17,Versatile Honeycomb
Chevrolet,Sedan,2090,21,4.7,9,Wide-Cell Honeycomb
Honda,Sedan,1309,15,3.1,17,Compact Honeycomb
Hyundai,Convertible,2202,21,3.8,19,Wide-Cell Honeycomb
Ford,Convertible,1658,15,3.9,14,Wide-Spaced Honeycomb
Ford,Coupe,2746,18,4.4,17,Wide-Cell Honeycomb
Honda,Hatchback,1520,16,4.5,5,Wide-Spaced Honeycomb
Mercedes,Sedan,2591,17,4.4,18,Versatile Honeycomb
Honda,Wagon,1241,21,2.9,20,Dense Texture Honeycomb
Audi,SUV,2640,21,2.3,1,Wide-Cell Honeycomb
Hyundai,Convertible,2842,19,4.0,11,Wide-Cell Honeycomb
Toyota,Wagon,2537,18,4.2,7,Wide-Cell Honeycomb
Nissan,Sedan,1085,14,1.6,1,Compact Honeycomb
Honda,Truck,1034,21,1.7,1,Dense Texture Honeycomb
BMW,Wagon,2102,20,4.4,16,Wide-Cell Honeycomb
Toyota,SUV,2846,16,2.8,6,Versatile Honeycomb
Audi,Wagon,1185,14,3.9,9,Compact Honeycomb
Nissan,Coupe,2988,17,2.6,12,Versatile Honeycomb
Nissan,Sedan,1879,19,2.1,12,Wide-Cell Honeycomb
Chevrolet,Coupe,2825,14,3.2,14,Versatile Honeycomb
Hyundai,Hatchback,1669,15,2.6,16,Wide-Spaced Honeycomb
Honda,Sedan,1414,14,5.0,13,Compact Honeycomb
Chevrolet,Truck,2306,14,5.0,16,Versatile Honeycomb
Toyota,Hatchback,2861,21,4.1,12,Wide-Cell Honeycomb
Audi,Hatchback,1795,19,3.1,1,Wide-Cell Honeycomb
BMW,Wagon,2007,18,2.3,7,Wide-Cell Honeycomb
Honda,Van,2890,14,2.8,12,Versatile Honeycomb
Chevrolet,Sedan,2016,21,3.5,15,Wide-Cell Honeycomb
Kia,Hatchback,1520,19,2.1,10,Wide-Cell Honeycomb
Toyota,Hatchback,2148,19,3.0,13,Wide-Cell Honeycomb
BMW,Truck,2985,14,4.8,1,Versatile Honeycomb
Honda,SUV,1693,18,4.4,4,Wide-Cell Honeycomb
BMW,SUV,2658,15,4.8,1,Versatile Honeycomb
Honda,Sedan,1008,14,2.5,4,Compact Honeycomb
Honda,Sedan,2207,16,3.9,7,Versatile Honeycomb
Honda,Van,2386,18,4.5,19,Wide-Cell Honeycomb
Mercedes,Wagon,2176,21,4.9,12,Wide-Cell Honeycomb
Nissan,Convertible,2248,21,2.4,17,Wide-Cell Honeycomb
Hyundai,SUV,2078,22,3.0,7,Wide-Cell Honeycomb
Mercedes,Sedan,1457,14,2.0,9,Compact Honeycomb
Toyota,Truck,1610,19,3.6,18,Wide-Cell Honeycomb
BMW,Truck,1972,20,4.6,11,Wide-Cell Honeycomb
Chevrolet,SUV,2481,22,2.6,3,Wide-Cell Honeycomb
Mercedes,Hatchback,1000,16,1.8,9,Compact Honeycomb
Hyundai,Sedan,1899,21,2.7,6,Wide-Cell Honeycomb
Toyota,Hatchback,1834,17,1.8,5,Wide-Spaced Honeycomb
Toyota,Van,1548,22,4.7,4,Wide-Cell Honeycomb
Ford,Hatchback,2924,18,5.0,10,Wide-Cell Honeycomb
Nissan,Coupe,1203,14,1.8,5,Compact Honeycomb
Hyundai,Wagon,1708,21,4.6,8,Wide-Cell Honeycomb
Nissan,Sedan,1152,17,2.6,10,Compact Honeycomb
Kia,Convertible,2647,20,4.2,12,Wide-Cell Honeycomb
Nissan,Convertible,1554,19,4.7,19,Wide-Cell Honeycomb
Honda,Sedan,2904,14,3.0,18,Versatile Honeycomb
Hyundai,Hatchback,1945,14,3.4,17,Wide-Spaced Honeycomb
Toyota,Truck,2857,18,2.4,10,Wide-Cell Honeycomb
Kia,Truck,1185,19,3.5,8,Wide-Spaced Honeycomb
Mercedes,Van,2715,20,1.7,3,Wide-Cell Honeycomb
Chevrolet,Sedan,1840,18,1.6,15,Wide-Cell Honeycomb
Mercedes,Van,2231,17,3.7,8,Versatile Honeycomb
Chevrolet,Van,1694,19,3.4,15,Wide-Cell Honeycomb
Ford,Sedan,1495,22,2.6,7,Dense Texture Honeycomb
Tesla,Sedan,1800,20,3.0,2,Wide-Cell Honeycomb
BMW,SUV,2400,22,4.0,3,Wide-Cell Honeycomb
Mercedes,Coupe,1600,19,3.5,1,Wide-Cell Honeycomb
Audi,Convertible,1500,18,2.5,4,Wide-Cell Honeycomb
Hyundai,SUV,2200,21,3.8,2,Wide-Cell Honeycomb
Ford,Truck,1649,14,3.4,10,Wide-Spaced Honeycomb
BMW,Hatchback,2727,18,4.9,7,Wide-Cell Honeycomb
Toyota,Van,2351,15,2.6,15,Versatile Honeycomb
Chevrolet,Wagon,2217,22,2.1,17,Wide-Cell Honeycomb
Hyundai,Convertible,1767,16,2.6,8,Wide-Spaced Honeycomb
BMW,Truck,2765,22,2.5,10,Wide-Cell Honeycomb
Kia,Truck,1719,16,1.6,14,Wide-Spaced Honeycomb
Kia,Sedan,1217,22,4.3,20,Dense Texture Honeycomb
Ford,Sedan,2096,16,2.9,19,Versatile Honeycomb
Hyundai,SUV,1522,16,4.3,14,Wide-Spaced Honeycomb
Audi,Truck,2257,21,3.7,19,Wide-Cell Honeycomb
Ford,Convertible,2719,16,4.0,2,Versatile Honeycomb
Toyota,SUV,1252,17,3.0,19,Compact Honeycomb
Hyundai,Coupe,2551,22,3.5,17,Wide-Cell Honeycomb
Honda,Wagon,1135,15,3.7,11,Compact Honeycomb
Audi,Coupe,2638,17,3.7,11,Versatile Honeycomb
Chevrolet,Wagon,1670,20,3.7,15,Wide-Cell Honeycomb
Hyundai,SUV,1971,20,1.5,2,Wide-Cell Honeycomb
Kia,SUV,1019,18,4.9,17,Wide-Spaced Honeycomb
BMW,Truck,1433,19,3.9,4,Wide-Spaced Honeycomb
Nissan,Coupe,1481,19,3.2,1,Wide-Spaced Honeycomb
Kia,Coupe,2161,15,4.2,7,Versatile Honeycomb
Toyota,Hatchback,2499,16,3.3,7,Versatile Honeycomb
BMW,SUV,2314,21,2.6,7,Wide-Cell Honeycomb
Toyota,Sedan,2306,17,3.7,7,Versatile Honeycomb
Audi,Convertible,2472,20,3.5,5,Wide-Cell Honeycomb
Hyundai,Hatchback,2023,21,3.7,5,Wide-Cell Honeycomb
